procurement_id,agency,contract_title,country,renewal_date,estimated_value,incumbent,prime_pathwy_priority,days_to_renewal,action_required
PROC-01408,NASA — Procurement Division,Debris Removal & Waste Hauling Services — NASA,US,2028-02-20,"$25,000–$75,000",Jan-Pro Franchising International,WATCH — 90+ Days,631,Monitor
PROC-02377,Alameda County — GSA Purchasing,Fleet Maintenance & Vehicle Repair Services — Alameda County,US,2028-02-20,"$5,000,000–$10,000,000",Jan-Pro Franchising International,MEDIUM — 60-Day Pipeline,631,Monitor
PROC-02701,City of Vallejo — Purchasing Division,IT Infrastructure & Managed Services Contract — City of Vallejo,US,2028-02-20,"$5,000,000–$10,000,000",G4S Secure Solutions,CRITICAL — Bid Now,631,Monitor
PROC-02759,City of Benicia — Finance Department,Pest Control & Sanitation Services — City of Benicia,US,2028-02-20,"$500,000–$1,000,000",Jacobs Engineering Group,HIGH — Prepare in 30 Days,631,Monitor
PROC-02862,City of Seattle — Purchasing & Contracting,Public Works & Infrastructure Maintenance — City of Seattle,US,2028-02-20,"$500,000–$1,000,000",Parsons Corporation,MEDIUM — 60-Day Pipeline,631,Monitor
PROC-00352,California Department of Transportation (Caltrans),Environmental Compliance & Remediation Services — California Department of Transportation (Caltrans),US,2028-02-21,"$300,000–$500,000",Recall Holdings,WATCH — 90+ Days,632,Monitor
PROC-00520,NASA — Procurement Division,Pest Control & Sanitation Services — NASA,US,2028-02-21,"$75,000–$150,000",Local Independent Vendor,CRITICAL — Bid Now,632,Monitor
PROC-02213,Los Angeles Unified School District (LAUSD),IT Infrastructure & Managed Services Contract — Los Angeles Unified School District (LAUSD),US,2028-02-21,"$500,000–$1,000,000",G4S Secure Solutions,WATCH — 90+ Days,632,Monitor
PROC-00418,City of Sydney — Procurement,Facilities Maintenance & Repair Services — City of Sydney,AU,2028-02-22,"$150,000–$300,000",Jacobs Engineering Group,HIGH — Prepare in 30 Days,633,Monitor
PROC-00734,City of Seattle — Purchasing & Contracting,Electrical Maintenance & Repair Services — City of Seattle,US,2028-02-22,"$5,000,000–$10,000,000",Unknown/No Incumbent,WATCH — 90+ Days,633,Monitor
PROC-01593,Highways England (National Highways),Grounds Maintenance & Landscaping Services — Highways England (National Highways),UK,2028-02-22,"$25,000–$75,000",Republic Services Inc.,CRITICAL — Bid Now,633,Monitor
PROC-01935,Public Services and Procurement Canada (PSPC),Custodial Services Contract — Public Services and Procurement Canada (PSPC),CA,2028-02-22,"$500,000–$1,000,000",Local Independent Vendor,CRITICAL — Bid Now,633,Monitor
PROC-00187,Social Security Administration (SSA),Food Services & Catering Contract — Social Security Administration (SSA),US,2028-02-23,"$2,500,000–$5,000,000",Kforce Inc.,WATCH — 90+ Days,634,Monitor
PROC-00428,AusTender — Australian Government Procurement,Transportation & Logistics Services — AusTender,AU,2028-02-23,"$500,000–$1,000,000",Waste Management Inc.,HIGH — Prepare in 30 Days,634,Monitor
PROC-01066,Transport for London (TfL) — Procurement,Facilities Maintenance & Repair Services — Transport for London (TfL),UK,2028-02-23,"$10,000,000–$25,000,000",Coverall Holding Company,MEDIUM — 60-Day Pipeline,634,Monitor
PROC-01862,Transport for NSW,Healthcare Facility Support Services — Transport for NSW,AU,2028-02-23,"$500,000–$1,000,000",CACI International,MEDIUM — 60-Day Pipeline,634,Monitor
PROC-02296,City of Houston — Office of Business Opportunities,Fleet Maintenance & Vehicle Repair Services — City of Houston,US,2028-02-23,"$500,000–$1,000,000",Xerox Corporation,MEDIUM — 60-Day Pipeline,634,Monitor
PROC-00613,City of Vancouver — Procurement Services,Environmental Compliance & Remediation Services — City of Vancouver,CA,2028-02-24,"$25,000,000+",Parsons Corporation,WATCH — 90+ Days,635,Monitor
PROC-00827,Social Security Administration (SSA),Food Services & Catering Contract — Social Security Administration (SSA),US,2028-02-24,"$150,000–$300,000",Recall Holdings,WATCH — 90+ Days,635,Monitor
PROC-01410,Los Angeles Unified School District (LAUSD),Transportation & Logistics Services — Los Angeles Unified School District (LAUSD),US,2028-02-24,"$500,000–$1,000,000",Robert Half International,WATCH — 90+ Days,635,Monitor
PROC-01443,California Department of General Services (DGS),Environmental Compliance & Remediation Services — California Department of General Services (DGS),US,2028-02-24,"$10,000,000–$25,000,000",Allied Universal Security Services,CRITICAL — Bid Now,635,Monitor
PROC-02604,US Army Corps of Engineers,Temporary Staffing & Workforce Solutions — US Army Corps of Engineers,US,2028-02-24,"$25,000,000+",Stericycle Inc.,CRITICAL — Bid Now,635,Monitor
PROC-00179,City of Seattle — Purchasing & Contracting,Temporary Staffing & Workforce Solutions — City of Seattle,US,2028-02-25,"$1,000,000–$2,500,000",Pitney Bowes Inc.,HIGH — Prepare in 30 Days,636,Monitor
PROC-01214,Department of Veterans Affairs (VA),Records Management & Document Digitization Services — Department of Veterans Affairs (VA),US,2028-02-25,"$5,000,000–$10,000,000",Clean Harbors Inc.,WATCH — 90+ Days,636,Monitor
PROC-01233,City of Vallejo — Purchasing Division,Custodial Services Contract — City of Vallejo,US,2028-02-25,"$10,000,000–$25,000,000",Adecco Group,WATCH — 90+ Days,636,Monitor
PROC-01737,City of Houston — Office of Business Opportunities,Transportation & Logistics Services — City of Houston,US,2028-02-25,"$25,000,000+",Jacobs Engineering Group,MEDIUM — 60-Day Pipeline,636,Monitor
PROC-02389,City of Vancouver — Procurement Services,Grounds Maintenance & Landscaping Services — City of Vancouver,CA,2028-02-25,"$25,000–$75,000",Xerox Corporation,CRITICAL — Bid Now,636,Monitor
PROC-02431,Bay Area Rapid Transit (BART),Public Works & Infrastructure Maintenance — Bay Area Rapid Transit (BART),US,2028-02-25,"$300,000–$500,000",ServiceMaster Clean,HIGH — Prepare in 30 Days,636,Monitor
PROC-02675,Province of British Columbia — BC Bid,Debris Removal & Waste Hauling Services — Province of British Columbia,CA,2028-02-25,"$5,000,000–$10,000,000",AECOM Technology Corp.,WATCH — 90+ Days,636,Monitor
PROC-02910,Solano County — Purchasing Services,Custodial Services Contract — Solano County,US,2028-02-25,"$10,000,000–$25,000,000",Republic Services Inc.,HIGH — Prepare in 30 Days,636,Monitor
PROC-02297,City of Vancouver — Procurement Services,Healthcare Facility Support Services — City of Vancouver,CA,2028-02-26,"$5,000,000–$10,000,000",Leidos Holdings Inc.,CRITICAL — Bid Now,637,Monitor
PROC-02577,Port of Oakland,Construction & Facility Renovation Services — Port of Oakland,US,2028-02-26,"$500,000–$1,000,000",Robert Half International,MEDIUM — 60-Day Pipeline,637,Monitor
PROC-01124,Department of Transportation (DOT),Records Management & Document Digitization Services — Department of Transportation (DOT),US,2028-02-27,"$500,000–$1,000,000",Regional Service Provider,WATCH — 90+ Days,638,Monitor
PROC-01690,Transport for London (TfL) — Procurement,Uniformed Security Guard Services — Transport for London (TfL),UK,2028-02-28,"$5,000,000–$10,000,000",ServiceMaster Clean,HIGH — Prepare in 30 Days,639,Monitor
PROC-02367,City of Fairfield — Purchasing,Uniformed Security Guard Services — City of Fairfield,US,2028-02-28,"$2,500,000–$5,000,000",Parsons Corporation,CRITICAL — Bid Now,639,Monitor
PROC-00581,Department of Energy (DOE),AI & Process Automation Implementation Services — Department of Energy (DOE),US,2028-02-29,"$25,000,000+",Local Independent Vendor,HIGH — Prepare in 30 Days,640,Monitor
PROC-02338,Public Services and Procurement Canada (PSPC),Temporary Staffing & Workforce Solutions — Public Services and Procurement Canada (PSPC),CA,2028-02-29,"$75,000–$150,000",Adecco Group,WATCH — 90+ Days,640,Monitor
PROC-02767,Transport for NSW,Temporary Staffing & Workforce Solutions — Transport for NSW,AU,2028-02-29,"$500,000–$1,000,000",G4S Secure Solutions,CRITICAL — Bid Now,640,Monitor
PROC-00325,California Department of Transportation (Caltrans),Uniformed Security Guard Services — California Department of Transportation (Caltrans),US,2028-03-01,"$1,000,000–$2,500,000",Jan-Pro Franchising International,MEDIUM — 60-Day Pipeline,641,Monitor
PROC-00650,City of Calgary — Purchasing,Environmental Compliance & Remediation Services — City of Calgary,CA,2028-03-01,"$500,000–$1,000,000",Robert Half International,CRITICAL — Bid Now,641,Monitor
PROC-01004,US Army Corps of Engineers,Facilities Maintenance & Repair Services — US Army Corps of Engineers,US,2028-03-01,"$150,000–$300,000",Jacobs Engineering Group,CRITICAL — Bid Now,641,Monitor
PROC-01217,City of Calgary — Purchasing,Uniformed Security Guard Services — City of Calgary,CA,2028-03-01,"$5,000,000–$10,000,000",Coverall Holding Company,CRITICAL — Bid Now,641,Monitor
PROC-01320,California Department of Education (CDE),Uniformed Security Guard Services — California Department of Education (CDE),US,2028-03-01,"$25,000,000+",Regional Service Provider,CRITICAL — Bid Now,641,Monitor
PROC-01336,Department of Defense (DoD) — DIBBS,Environmental Compliance & Remediation Services — Department of Defense (DoD),US,2028-03-01,"$5,000,000–$10,000,000",Fluor Corporation,WATCH — 90+ Days,641,Monitor
PROC-02900,Social Security Administration (SSA),AI & Process Automation Implementation Services — Social Security Administration (SSA),US,2028-03-01,"$75,000–$150,000",Jan-Pro Franchising International,CRITICAL — Bid Now,641,Monitor
PROC-00978,City of Sydney — Procurement,Records Management & Document Digitization Services — City of Sydney,AU,2028-03-02,"$1,000,000–$2,500,000",Republic Services Inc.,CRITICAL — Bid Now,642,Monitor
PROC-01303,City of Phoenix — Procurement Division,Public Works & Infrastructure Maintenance — City of Phoenix,US,2028-03-02,"$5,000,000–$10,000,000",Jan-Pro Franchising International,CRITICAL — Bid Now,642,Monitor
PROC-00391,Denver Public Schools — Procurement,Uniformed Security Guard Services — Denver Public Schools,US,2028-03-03,"$25,000–$75,000",Manpower Group,MEDIUM — 60-Day Pipeline,643,Monitor
PROC-00727,California Department of General Services (DGS),Professional Consulting Services — California Department of General Services (DGS),US,2028-03-03,"$2,500,000–$5,000,000",Waste Management Inc.,MEDIUM — 60-Day Pipeline,643,Monitor
PROC-00999,City of Atlanta — Department of Procurement,Electrical Maintenance & Repair Services — City of Atlanta,US,2028-03-03,"$75,000–$150,000",ManTech International,CRITICAL — Bid Now,643,Monitor
PROC-01370,Birmingham City Council — Procurement,Custodial Services Contract — Birmingham City Council,UK,2028-03-03,"$2,500,000–$5,000,000",Pitney Bowes Inc.,WATCH — 90+ Days,643,Monitor
PROC-01493,Ministry of Defence (MOD) — Defence Equipment & Support,Public Works & Infrastructure Maintenance — Ministry of Defence (MOD),UK,2028-03-03,"$500,000–$1,000,000",Regional Service Provider,CRITICAL — Bid Now,643,Monitor
PROC-02174,California Department of Education (CDE),Pest Control & Sanitation Services — California Department of Education (CDE),US,2028-03-03,"$150,000–$300,000",Xerox Corporation,WATCH — 90+ Days,643,Monitor
PROC-02578,Alameda County — GSA Purchasing,Environmental Compliance & Remediation Services — Alameda County,US,2028-03-03,"$25,000–$75,000",SAIC (Science Applications International Corp.),CRITICAL — Bid Now,643,Monitor
PROC-00009,Queensland Government — QTenders,Records Management & Document Digitization Services — Queensland Government,AU,2028-03-04,"$2,500,000–$5,000,000",Stericycle Inc.,MEDIUM — 60-Day Pipeline,644,Monitor
PROC-00514,Public Services and Procurement Canada (PSPC),Transportation & Logistics Services — Public Services and Procurement Canada (PSPC),CA,2028-03-04,"$75,000–$150,000",ABM Industries Inc.,MEDIUM — 60-Day Pipeline,644,Monitor
PROC-00724,California Department of Education (CDE),Debris Removal & Waste Hauling Services — California Department of Education (CDE),US,2028-03-04,"$25,000,000+",Leidos Holdings Inc.,WATCH — 90+ Days,644,Monitor
PROC-00989,City of Toronto — Purchasing and Materials Management,Records Management & Document Digitization Services — City of Toronto,CA,2028-03-04,"$5,000,000–$10,000,000",ManTech International,CRITICAL — Bid Now,644,Monitor
PROC-01272,Ministry of Defence (MOD) — Defence Equipment & Support,Healthcare Facility Support Services — Ministry of Defence (MOD),UK,2028-03-04,"$150,000–$300,000",Parsons Corporation,CRITICAL — Bid Now,644,Monitor
PROC-01634,General Services Administration (GSA),HVAC Maintenance & Mechanical Services — General Services Administration (GSA),US,2028-03-04,"$500,000–$1,000,000",Unknown/No Incumbent,WATCH — 90+ Days,644,Monitor
PROC-01697,City of Melbourne — Procurement,Custodial Services Contract — City of Melbourne,AU,2028-03-04,"$10,000,000–$25,000,000",Manpower Group,HIGH — Prepare in 30 Days,644,Monitor
PROC-01917,Transport for NSW,Transportation & Logistics Services — Transport for NSW,AU,2028-03-04,"$150,000–$300,000",Sodexo USA,CRITICAL — Bid Now,644,Monitor
PROC-02364,California Department of Education (CDE),Transportation & Logistics Services — California Department of Education (CDE),US,2028-03-04,"$10,000,000–$25,000,000",Cintas Corporation,HIGH — Prepare in 30 Days,644,Monitor
PROC-01128,University of California System (UC),Environmental Compliance & Remediation Services — University of California System (UC),US,2028-03-05,"$2,500,000–$5,000,000",ServiceMaster Clean,HIGH — Prepare in 30 Days,645,Monitor
PROC-01920,Denver Public Schools — Procurement,HVAC Maintenance & Mechanical Services — Denver Public Schools,US,2028-03-05,"$25,000–$75,000",Parsons Corporation,CRITICAL — Bid Now,645,Monitor
PROC-02708,City of Calgary — Purchasing,Healthcare Facility Support Services — City of Calgary,CA,2028-03-05,"$5,000,000–$10,000,000",Iron Mountain Inc.,WATCH — 90+ Days,645,Monitor
PROC-00112,Department of Veterans Affairs (VA),Uniformed Security Guard Services — Department of Veterans Affairs (VA),US,2028-03-06,"$2,500,000–$5,000,000",Jan-Pro Franchising International,WATCH — 90+ Days,646,Monitor
PROC-00224,Toronto Transit Commission (TTC) — Procurement,Grounds Maintenance & Landscaping Services — Toronto Transit Commission (TTC),CA,2028-03-06,"$75,000–$150,000",Unknown/No Incumbent,WATCH — 90+ Days,646,Monitor
PROC-01618,Port of Oakland,Environmental Compliance & Remediation Services — Port of Oakland,US,2028-03-06,"$5,000,000–$10,000,000",Fluor Corporation,HIGH — Prepare in 30 Days,646,Monitor
